composite_session_id,user_id,session_id,min_timestamp,max_timestamp,total_events,num_products,cart_value,avg_time_between_events_sec,page_views,product_views,clicks,add_to_cart_count,logins,logouts,purchase_count,session_duration_sec,start_hour,start_day_of_week,bounce_indicator,checkout_started,abandoned
26_7,26,7,2024-01-22 11:03:29.268199,2024-07-12 23:20:28.047991,8,6,584.9306045474077,2129288.397113143,1,3,0,0,1,0,3,14905018.779792,11,0,0,1,0
26_8,26,8,2024-01-01 03:48:22.917866,2024-07-20 07:44:56.311523,7,3,351.3919651519721,2896765.5656095,1,1,1,1,0,2,1,17380593.393657,3,0,0,1,0
26_9,26,9,2024-01-06 01:00:35.458282,2024-07-18 07:59:12.695907,10,5,365.1239289129632,1865190.8041805555,1,2,1,2,0,3,1,16786717.237625,1,5,0,1,0
270_1,270,1,2024-03-01 06:22:18.921842,2024-07-21 00:53:13.923703,9,5,136.23340138017528,1531131.875232625,0,3,2,1,2,0,1,12249055.001861,6,4,0,1,0
270_10,270,10,2024-02-22 21:58:30.564600,2024-07-16 05:15:52.695677,5,0,0.0,3116960.5327692498,2,0,1,0,1,1,0,12467842.131077,21,3,0,1,1
270_2,270,2,2024-01-12 09:17:37.937697,2024-07-15 03:31:06.538642,7,5,467.23480263576823,2660534.7668241668,1,1,0,2,1,0,2,15963208.600945,9,4,0,1,0
270_3,270,3,2024-01-20 19:13:58.811613,2024-07-09 18:06:43.779669,7,3,502.6623974918914,2461727.494676,2,0,1,1,0,1,2,14770364.968056,19,5,0,1,0
270_4,270,4,2024-01-10 11:10:45.574795,2024-07-21 20:15:48.400346,10,2,536.9011742537064,1856433.6472834444,3,0,0,0,4,1,2,16707902.825551,11,2,0,1,0
270_5,270,5,2024-01-08 09:29:04.402283,2024-07-12 13:24:12.929452,9,3,0.0,2010563.565896125,1,1,1,2,3,1,0,16084508.527169,9,0,0,1,1
270_6,270,6,2024-01-03 17:02:40.501078,2024-07-12 06:13:46.413265,7,4,209.31285433030527,2743910.9853645,1,1,0,1,1,1,2,16463465.912187,17,2,0,1,0
270_7,270,7,2024-01-11 02:45:54.078906,2024-06-24 03:05:05.970973,7,1,0.0,2376191.982011167,0,1,2,0,3,1,0,14257151.892067,2,3,0,1,1
270_8,270,8,2024-02-01 15:52:46.447262,2024-07-10 09:59:15.061151,9,3,939.7479809913681,1725348.576736125,4,0,1,1,0,1,2,13802788.613889,15,3,0,1,0
270_9,270,9,2024-02-11 23:11:48.866809,2024-07-20 07:05:39.642789,9,4,898.2299900752832,1720753.8469975,2,0,0,0,3,0,4,13766030.77598,23,6,0,1,0
271_1,271,1,2024-01-14 19:38:41.712875,2024-07-03 13:31:42.327558,9,5,599.2229581791521,1844047.576835375,2,2,0,1,0,2,2,14752380.614683,19,6,0,1,0
271_10,271,10,2024-01-28 05:58:42.246295,2024-07-09 21:26:40.213933,9,6,458.10584422979673,1767359.7459547499,1,4,1,1,1,0,1,14138877.967638,5,6,0,1,0
271_2,271,2,2024-02-27 07:19:36.048343,2024-06-25 17:24:56.189003,7,3,315.0603068794681,1719653.3567766666,0,1,0,0,2,2,2,10317920.14066,7,1,0,1,0
271_3,271,3,2024-01-01 03:49:52.834429,2024-07-09 08:00:06.627913,7,1,0.0,2738502.298914,0,0,2,1,2,2,0,16431013.793484,3,0,0,1,1
271_4,271,4,2024-01-01 00:42:53.485216,2024-07-13 17:56:24.156435,10,6,288.8662767745745,1869290.0745798887,0,3,1,1,1,2,2,16823610.671219,0,0,0,1,0
271_5,271,5,2024-01-01 12:04:22.669999,2024-07-18 20:57:54.584686,9,3,754.363473883771,2153201.489335875,1,1,3,0,2,0,2,17225611.914687,12,0,0,1,0
271_6,271,6,2024-01-16 14:47:43.838151,2024-06-24 02:33:25.567413,7,2,271.6396961696397,2296656.954877,1,0,0,0,3,1,2,13779941.729262,14,1,0,1,0
271_7,271,7,2024-02-13 06:56:05.386261,2024-06-14 11:18:07.267164,6,4,425.3184864974555,2111304.3761806,0,1,0,1,1,1,2,10556521.880903,6,1,0,1,0
271_8,271,8,2024-01-07 11:04:23.649388,2024-07-04 20:28:26.018542,10,5,471.5383143528027,1722160.2632393334,2,1,1,3,1,1,1,15499442.369154,11,6,0,1,0
271_9,271,9,2024-01-27 03:32:38.108933,2024-07-20 18:51:43.505702,10,3,0.0,1686127.2663076667,3,1,1,2,1,2,0,15175145.396769,3,5,0,1,1
272_1,272,1,2024-02-15 17:48:45.792202,2024-07-15 20:24:20.169309,5,1,0.0,3263933.59427675,1,0,0,1,2,1,0,13055734.377107,17,3,0,1,1
272_10,272,10,2024-01-17 09:24:11.175397,2024-05-19 18:24:42.858981,7,4,0.0,1776605.2805973336,1,1,1,3,1,0,0,10659631.683584,9,2,0,1,1
272_2,272,2,2024-02-06 23:00:22.940029,2024-06-02 18:32:54.647794,7,4,368.15862240199914,1682125.2846275,2,1,0,1,0,1,2,10092751.707765,23,1,0,1,0
272_3,272,3,2024-02-15 22:56:05.479147,2024-04-18 20:35:16.927442,5,1,0.0,1358687.86207375,3,1,0,0,0,1,0,5434751.448295,22,3,0,0,1
272_4,272,4,2024-01-21 11:01:56.238200,2024-07-15 00:46:07.474096,7,2,200.9497156443801,2528241.8726493334,2,0,0,1,2,1,1,15169451.235896,11,6,0,1,0
272_5,272,5,2024-01-25 18:56:47.741354,2024-07-23 21:57:13.951345,8,7,946.2017815761803,2223260.8871415714,0,1,0,3,0,1,3,15562826.209991,18,3,0,1,0
272_6,272,6,2024-01-18 10:32:56.994200,2024-07-15 20:23:57.551660,9,3,863.9023921732933,1937632.5696824999,1,0,1,1,2,2,2,15501060.55746,10,3,0,1,0
272_7,272,7,2024-02-13 04:29:13.981350,2024-06-30 22:15:01.993664,6,2,444.154219262928,2397429.6024627998,2,1,1,0,1,0,1,11987148.012314,4,1,0,1,0
272_8,272,8,2024-02-01 04:40:14.468297,2024-04-25 06:40:34.213018,7,0,0.0,1210803.2907868333,1,0,1,0,1,4,0,7264819.744721,4,3,0,1,1
272_9,272,9,2024-01-16 10:18:56.728640,2024-07-23 10:46:58.918691,10,5,0.0,1814586.9100056668,2,2,0,3,3,0,0,16331282.190051,10,1,0,1,1
273_1,273,1,2024-01-25 22:37:45.695276,2024-07-13 08:04:21.684566,8,2,139.59194330519577,2090799.4270414286,1,1,1,0,2,2,1,14635595.98929,22,3,0,1,0
273_10,273,10,2024-02-01 09:57:41.930110,2024-07-15 09:14:02.451193,6,2,384.0927913697612,2850676.1042166,0,0,1,1,1,2,1,14253380.521083,9,3,0,1,0
273_2,273,2,2024-02-04 11:44:38.690276,2024-07-08 16:09:31.882541,7,2,0.0,2234648.8653775,2,2,0,0,2,1,0,13407893.192265,11,6,0,1,1
273_3,273,3,2024-01-05 08:35:07.228528,2024-07-10 12:31:54.172424,9,6,772.1554502263764,2021375.867987,0,1,0,2,1,2,3,16171006.943896,8,4,0,1,0
273_4,273,4,2024-01-26 13:52:07.026227,2024-07-20 03:05:18.793388,10,5,403.670554636948,1685287.974129,1,2,1,2,1,2,1,15167591.767161,13,4,0,1,0
273_5,273,5,2024-02-18 06:06:50.208771,2024-06-25 10:00:31.646392,8,2,0.0,1581888.776803,1,1,0,1,2,3,0,11073221.437621,6,6,0,1,1
273_6,273,6,2024-02-01 13:15:16.182992,2024-07-09 18:35:28.454866,10,3,382.9688296038424,1528534.6968748888,0,2,4,0,2,1,1,13756812.271874,13,3,0,1,0
273_7,273,7,2024-01-24 17:58:57.362733,2024-07-04 12:46:24.070904,5,1,0.0,3494511.67704275,1,0,1,1,2,0,0,13978046.708171,17,2,0,1,1
273_8,273,8,2024-01-08 09:06:08.378172,2024-07-02 22:25:41.267562,7,5,628.7190284574726,2542395.481565,1,1,1,2,0,0,2,15254372.88939,9,0,0,1,0
273_9,273,9,2024-04-21 14:20:47.311657,2024-07-02 05:28:28.437635,5,2,148.59826923220592,1547215.2814945,1,0,0,1,0,2,1,6188861.125978,14,6,0,1,0
274_1,274,1,2024-01-03 17:01:15.011642,2024-05-01 16:20:09.228137,6,2,0.0,2055826.843299,0,1,2,1,1,1,0,10279134.216495,17,2,0,1,1
274_10,274,10,2024-01-20 20:51:10.358068,2024-07-13 09:21:05.951883,8,2,0.0,2154085.0848307144,1,0,2,2,3,0,0,15078595.593815,20,5,0,1,1
274_2,274,2,2024-01-22 10:29:41.939823,2024-06-25 03:40:09.907050,9,4,86.90829554717216,1670928.495903375,3,1,1,2,0,1,1,13367427.967227,10,0,0,1,0
274_3,274,3,2024-02-13 08:12:19.427182,2024-07-18 07:06:25.412963,10,4,190.4027850520761,1497160.6650867779,1,1,2,2,2,1,1,13474445.985781,8,1,0,1,0
274_4,274,4,2024-01-12 10:57:57.880535,2024-07-17 09:43:00.386209,9,5,1556.4681183725713,2019037.81320925,1,1,2,0,0,1,4,16152302.505674,10,4,0,0,0
274_5,274,5,2024-01-19 11:34:45.938280,2024-07-22 16:54:33.266474,7,4,600.9551438657281,2667197.8880323335,0,1,2,1,0,1,2,16003187.328194,11,4,0,1,0
274_6,274,6,2024-03-19 03:51:08.477726,2024-07-20 13:01:12.407861,5,2,474.6728888214728,2665050.98253375,2,1,0,0,1,0,1,10660203.930135,3,1,0,1,0
274_7,274,7,2024-01-05 11:05:28.732422,2024-07-18 09:02:09.540919,9,4,0.0,2105075.101062125,3,3,0,1,1,1,0,16840600.808497,11,4,0,1,1
274_8,274,8,2024-02-16 00:32:25.026163,2024-07-19 13:21:19.157634,10,1,0.0,1483526.0146078889,2,1,4,0,2,1,0,13351734.131471,0,4,0,1,1
274_9,274,9,2024-01-18 19:36:15.444072,2024-07-18 04:43:52.089739,9,6,79.44082275621673,1958907.080708375,0,3,0,2,2,1,1,15671256.645667,19,3,0,1,0
275_1,275,1,2024-01-08 11:33:45.300273,2024-07-21 12:04:25.195384,8,1,0.0,2407119.9850158575,2,0,3,1,1,1,0,16849839.895111,11,0,0,1,1
275_10,275,10,2024-01-02 09:13:06.254624,2024-07-17 05:30:15.375366,9,4,776.6771896899473,2125928.64009275,0,1,2,1,2,1,2,17007429.120742,9,1,0,1,0
275_2,275,2,2024-01-20 20:04:48.107543,2024-06-20 14:09:14.982223,7,3,0.0,2185244.4791133334,1,0,3,3,0,0,0,13111466.87468,20,5,0,1,1
275_3,275,3,2024-01-13 06:30:36.374846,2024-06-14 01:15:20.356234,10,7,452.7546828537963,1466698.2201542223,2,3,0,3,0,1,1,13200283.981388,6,5,0,1,0
275_4,275,4,2024-01-24 12:53:45.599578,2024-07-03 15:19:38.883875,5,2,108.75509773437435,3479788.32107425,1,0,0,0,1,1,2,13919153.284297,12,2,0,1,0
275_5,275,5,2024-01-03 11:36:23.907317,2024-07-14 12:23:31.418175,9,4,208.68593299652392,2084753.43885725,1,1,1,2,2,1,1,16678027.510858,11,2,0,1,0
275_6,275,6,2024-02-11 10:10:43.694410,2024-07-04 10:40:35.952733,5,2,73.47732463089692,3110848.06458075,1,1,1,0,1,0,1,12443392.258323,10,6,0,1,0
275_7,275,7,2024-02-13 03:45:37.486055,2024-06-19 10:19:18.619431,10,3,0.0,1221824.5703751112,2,1,1,2,1,3,0,10996421.133376,3,1,0,1,1
275_8,275,8,2024-04-22 19:57:15.306879,2024-07-21 20:03:05.268583,9,7,0.0,972043.745213,0,3,0,4,0,2,0,7776349.961704,19,0,0,1,1
275_9,275,9,2024-01-06 07:54:29.017344,2024-07-07 19:25:30.231202,8,4,247.17578226599971,2264665.887694,2,3,1,0,0,1,1,15852661.213858,7,5,0,0,0
276_1,276,1,2024-02-03 19:34:12.061809,2024-07-02 08:40:54.269828,5,2,0.0,3230200.55200475,1,2,0,0,1,1,0,12920802.208019,19,5,0,1,1
276_10,276,10,2024-01-07 18:00:45.110460,2024-07-12 07:38:56.431043,9,3,0.0,2014936.4150728749,2,2,0,1,3,1,0,16119491.320583,18,6,0,1,1
276_2,276,2,2024-01-27 06:52:30.722814,2024-07-14 07:18:32.719092,9,2,0.0,1825395.24953475,2,2,1,0,1,3,0,14603161.996278,6,5,0,1,1
276_3,276,3,2024-02-03 19:46:30.060185,2024-07-09 01:31:56.741279,9,5,801.3157932947763,1687390.83513675,0,1,1,1,2,1,3,13499126.681094,19,5,0,1,0
276_4,276,4,2024-01-23 07:55:45.435155,2024-07-16 04:33:30.473115,10,4,0.0,1678651.6708844444,2,2,1,2,0,3,0,15107865.03796,7,1,0,1,1
276_5,276,5,2024-01-04 16:20:30.987196,2024-06-21 04:17:43.194382,7,2,423.4042679937292,2426372.034531,3,0,0,0,2,0,2,14558232.207186,16,3,0,1,0
276_6,276,6,2024-01-27 02:02:53.408098,2024-06-28 04:04:56.784622,5,2,266.86129843740866,3306630.844131,1,0,0,0,0,2,2,13226523.376524,2,5,0,0,0
276_7,276,7,2024-01-19 08:11:07.418009,2024-06-28 15:44:27.912950,7,0,0.0,2322933.4158235,2,0,1,0,2,2,0,13937600.494941,8,4,0,1,1
276_8,276,8,2024-01-08 10:32:49.505186,2024-07-19 19:39:26.941194,5,4,163.30205481417912,4176999.3590019997,0,0,0,3,1,0,1,16707997.436008,10,0,0,1,0
276_9,276,9,2024-01-15 21:07:49.546987,2024-06-29 06:59:23.991070,9,3,438.2173439606654,1786436.805510375,2,0,3,2,0,1,1,14291494.444083,21,0,0,1,0
277_1,277,1,2024-01-13 04:08:50.059559,2024-06-28 08:31:11.160210,5,1,372.8037957137783,3611135.27516275,0,0,0,0,2,2,1,14444541.100651,4,5,0,1,0
277_10,277,10,2024-01-06 23:20:24.506736,2024-07-12 20:52:07.945919,7,5,304.7306730611087,2705717.2398638334,1,1,0,2,0,1,2,16234303.439183,23,5,0,1,0
277_2,277,2,2024-01-27 04:40:02.778544,2024-06-11 04:07:57.153356,9,3,10.439628759111445,1468559.2968515,2,1,1,1,1,2,1,11748474.374812,4,5,0,1,0
277_3,277,3,2024-01-04 02:51:58.180956,2024-06-06 21:47:47.913666,9,4,0.0,1671718.71658875,2,3,2,1,0,1,0,13373749.73271,2,3,0,1,1
277_4,277,4,2024-01-16 18:37:52.033846,2024-02-25 02:32:23.565544,5,3,406.87612760481295,849517.8829244999,0,0,2,2,0,0,1,3398071.531698,18,1,0,1,0
277_5,277,5,2024-01-22 14:24:36.773364,2024-07-16 13:22:18.259462,10,5,863.6371368686691,1689184.6095664445,0,1,4,1,1,0,3,15202661.486098,14,0,0,1,0
277_6,277,6,2024-02-02 09:57:44.960867,2024-07-22 08:29:49.656575,8,6,617.7062981660829,2109874.9565297146,0,2,0,1,1,1,3,14769124.695708,9,4,0,1,0
277_7,277,7,2024-01-02 20:13:44.805728,2024-07-19 08:02:51.014742,8,4,1199.2378968102016,2449963.744144857,0,0,1,0,1,2,4,17149746.209014,20,1,0,1,0
277_8,277,8,2024-01-01 09:39:21.117601,2024-07-19 18:52:39.957623,7,4,530.2832186581026,2885533.1400036667,0,1,1,1,2,0,2,17313198.840022,9,0,0,1,0
277_9,277,9,2024-01-18 03:21:49.021202,2024-07-06 03:56:43.860863,9,3,461.4429357643281,1836261.854957625,0,1,1,0,2,3,2,14690094.839661,3,3,0,1,0
278_1,278,1,2024-01-19 20:21:24.298519,2024-07-03 23:49:02.851028,5,1,0.0,3588714.6381272497,1,1,1,0,1,1,0,14354858.552509,20,4,0,1,1
278_10,278,10,2024-01-19 13:52:47.524307,2024-07-15 09:27:41.382662,9,1,186.5157935685698,1920411.732294375,3,0,2,0,1,2,1,15363293.858355,13,4,0,1,0
278_2,278,2,2024-04-05 00:00:25.124834,2024-07-08 16:24:20.021315,9,3,940.9824757448266,1022579.3620601251,2,0,1,1,0,3,2,8180634.896481,0,4,0,1,0
278_3,278,3,2024-02-02 19:59:17.312392,2024-07-07 14:54:23.820803,10,3,319.6553182300103,1495567.3898234444,1,1,2,1,2,2,1,13460106.508411,19,4,0,1,0
278_4,278,4,2024-03-02 18:39:36.974294,2024-06-07 05:24:12.806362,5,0,0.0,2083268.958017,0,0,1,0,3,1,0,8333075.832068,18,5,0,1,1
278_5,278,5,2024-01-04 21:44:07.805493,2024-07-08 05:24:30.408097,10,4,641.6969129577141,1779069.1780671112,1,1,2,0,1,2,3,16011622.602604,21,3,0,1,0
278_6,278,6,2024-01-19 04:52:30.968156,2024-06-30 04:08:07.164633,6,4,411.698478756951,2816107.2392953997,0,2,0,1,0,2,1,14080536.196477,4,4,0,1,0
278_7,278,7,2024-01-25 13:07:54.638916,2024-05-11 22:52:24.794938,5,1,0.0,2319967.5390055,2,0,2,1,0,0,0,9279870.156022,13,3,0,1,1
278_8,278,8,2024-02-15 16:49:54.507174,2024-07-19 08:23:58.003829,7,1,0.0,2226940.5827758336,1,0,2,1,1,2,0,13361643.496655,16,3,0,1,1
278_9,278,9,2024-01-27 01:45:24.636938,2024-04-16 19:30:37.429451,5,2,581.8175109586384,1743978.19812825,1,0,1,0,0,1,2,6975912.792513,1,5,0,0,0
279_1,279,1,2024-01-30 05:11:55.795113,2024-07-17 18:53:20.368229,6,3,22.35733294883249,2930176.9146232,2,1,0,1,1,0,1,14650884.573116,5,1,0,1,0
279_10,279,10,2024-03-18 19:55:43.556277,2024-07-23 03:58:08.938545,7,4,401.26011307443014,1819224.230378,0,0,1,2,0,2,2,10915345.382268,19,0,0,1,0
279_2,279,2,2024-02-07 07:30:20.787294,2024-07-17 12:46:32.320979,8,1,0.0,1989910.2190978571,2,1,1,0,3,1,0,13929371.533685,7,2,0,1,1
279_3,279,3,2024-03-16 18:25:53.411489,2024-06-26 02:01:10.986412,5,3,0.0,2188429.39373075,1,2,0,1,1,0,0,8753717.574923,18,5,0,1,1
279_4,279,4,2024-01-03 14:02:10.262518,2024-06-04 18:15:51.945736,10,3,0.0,1470491.2981353335,1,3,4,0,1,1,0,13234421.683218,14,2,0,1,1
279_5,279,5,2024-01-22 08:54:38.163196,2024-07-03 01:04:03.603901,9,4,0.0,1756870.680088125,0,2,1,2,1,3,0,14054965.440705,8,0,0,1,1
279_6,279,6,2024-01-29 21:48:40.467444,2024-07-01 18:09:34.048211,8,3,0.0,1898921.9401095714,0,2,0,1,4,1,0,13292453.580767,21,0,0,1,1
279_7,279,7,2024-01-04 19:56:12.487502,2024-06-26 23:30:41.241385,5,3,0.0,3761617.18847075,1,1,0,2,1,0,0,15046468.753883,19,3,0,1,1
279_8,279,8,2024-02-01 10:40:50.745080,2024-06-25 02:38:42.802918,9,4,947.7827968928314,1562384.00722975,3,0,0,1,2,0,3,12499072.057838,10,3,0,1,0
279_9,279,9,2024-01-05 09:37:48.891289,2024-07-22 02:46:57.853224,6,3,354.01279175675097,3433789.792387,2,1,0,1,1,0,1,17168948.961935,9,4,0,1,0
27_1,27,1,2024-03-05 16:23:41.650844,2024-07-14 21:54:34.118771,5,2,561.2148126700341,2834563.11698175,1,0,0,0,0,2,2,11338252.467927,16,1,0,0,0
27_10,27,10,2024-01-31 15:06:44.477660,2024-06-24 14:29:38.761148,7,4,571.2361583219822,2087629.047248,2,0,1,2,0,0,2,12525774.283488,15,2,0,1,0
27_2,27,2,2024-02-16 03:02:51.180191,2024-06-13 00:12:50.708240,5,1,66.62661034763266,2546249.88201225,2,0,0,0,0,2,1,10184999.528049,3,4,0,0,0
27_3,27,3,2024-02-01 16:15:48.263323,2024-07-17 12:49:17.709015,10,5,25.039030284629288,1601823.2717435556,0,2,1,2,4,0,1,14416409.445692,16,3,0,1,0
27_4,27,4,2024-02-09 14:49:16.750108,2024-05-20 11:40:22.417089,5,3,464.92314248614093,2178766.41674525,1,0,1,1,0,0,2,8715065.666981,14,4,0,1,0
27_5,27,5,2024-01-10 05:42:57.857307,2024-07-21 01:09:35.276325,8,2,0.0,2379828.202716857,2,1,1,1,2,1,0,16658797.419018,5,2,0,1,1
27_6,27,6,2024-02-18 15:31:14.987239,2024-06-13 13:23:20.576702,7,2,380.7689141382209,1669120.9315771668,0,0,2,1,2,1,1,10014725.589463,15,6,0,1,0
27_7,27,7,2024-01-13 14:53:04.012191,2024-06-16 02:04:02.712070,6,2,15.572541701704248,2669171.7399758,0,1,0,0,0,4,1,13345858.699879,14,5,0,0,0
27_8,27,8,2024-02-21 00:31:43.457157,2024-07-17 10:28:59.313623,8,4,0.0,1819519.4080665712,0,3,2,1,1,1,0,12736635.856466,0,2,0,1,1
27_9,27,9,2024-01-03 03:41:38.800569,2024-06-02 10:22:47.340705,9,4,412.0023982103026,1633808.567517,3,1,1,1,0,1,2,13070468.540136,3,2,0,1,0
280_1,280,1,2024-04-05 00:48:18.138096,2024-07-04 02:48:55.787410,6,3,415.4538903862343,1556647.5298628001,1,0,0,2,2,0,1,7783237.649314,0,4,0,1,0
280_10,280,10,2024-02-13 07:12:22.892058,2024-07-11 16:41:31.303602,5,2,16.52511526467557,3226937.102886,1,0,0,1,0,2,1,12907748.411544,7,1,0,1,0
280_2,280,2,2024-01-22 13:42:18.628565,2024-07-09 08:51:05.526218,9,5,315.3991950747698,1823015.862206625,1,2,2,1,0,1,2,14584126.897653,13,0,0,1,0
280_3,280,3,2024-01-23 23:30:51.992276,2024-07-20 07:32:26.438730,9,4,0.0,1926011.80580675,2,2,2,2,1,0,0,15408094.446454,23,1,0,1,1
280_4,280,4,2024-03-06 20:14:20.337592,2024-05-22 05:24:13.951131,5,2,351.2853482495709,1649848.40338475,1,1,0,0,0,2,1,6599393.613539,20,2,0,0,0
280_5,280,5,2024-03-06 04:04:26.565310,2024-06-08 13:09:57.305210,6,1,0.0,1630866.1479800001,0,1,1,0,2,2,0,8154330.7399,4,2,0,1,1
280_6,280,6,2024-01-14 18:20:51.428280,2024-07-23 19:50:23.038951,7,4,228.7269450817537,2751295.2684451668,2,1,0,2,0,1,1,16507771.610671,18,6,0,1,0
280_7,280,7,2024-04-01 13:51:13.690290,2024-07-22 06:47:12.711559,8,3,0.0,1378765.574467,1,2,1,1,1,2,0,9651359.021269,13,0,0,1,1
280_8,280,8,2024-01-02 04:40:02.739834,2024-07-17 01:44:40.710890,8,0,0.0,2430039.710150857,2,0,3,0,1,2,0,17010277.971056,4,1,0,1,1
280_9,280,9,2024-01-09 15:46:07.629277,2024-05-25 01:10:53.194516,6,3,0.0,2356857.1130478,1,1,1,2,0,1,0,11784285.565239,15,1,0,1,1
281_1,281,1,2024-02-27 08:23:13.823810,2024-05-29 08:49:15.307244,7,2,217.6259519172293,1325060.247239,1,0,2,1,1,1,1,7950361.483434,8,1,0,1,0
281_10,281,10,2024-02-15 17:40:28.778793,2024-07-08 07:27:13.950768,5,3,468.871810373714,3101201.29299375,1,2,1,0,0,0,1,12404805.171975,17,3,0,0,0
281_2,281,2,2024-01-10 15:21:16.042257,2024-07-16 15:17:33.974368,7,4,327.218923819007,2707162.9886851665,1,0,0,3,2,0,1,16242977.932111,15,2,0,1,0
281_3,281,3,2024-01-23 02:22:02.544937,2024-07-19 14:47:12.959157,10,3,373.5790275713415,1713767.8238022223,1,1,4,0,0,2,2,15423910.41422,2,1,0,0,0
281_4,281,4,2024-01-16 05:27:17.087732,2024-07-21 06:26:27.960355,5,1,0.0,4040087.71815575,1,0,1,1,0,2,0,16160350.872623,5,1,0,1,1
281_5,281,5,2024-01-27 03:57:12.837308,2024-07-19 01:59:28.293617,7,3,0.0,2504422.5760515,0,2,3,1,1,0,0,15026535.456309,3,5,0,1,1
281_6,281,6,2024-01-16 06:48:42.400098,2024-06-05 02:54:07.048834,5,4,300.70238406159604,3042081.162184,0,1,0,2,0,1,1,12168324.648736,6,1,0,1,0
281_7,281,7,2024-02-15 18:03:14.494297,2024-07-16 10:50:45.674804,7,3,623.7117771498554,2184475.1967511666,1,0,0,0,1,2,3,13106851.180507,18,3,0,1,0
281_8,281,8,2024-01-11 00:02:37.048979,2024-06-26 04:59:56.129157,9,5,73.29071360346016,1805829.88502225,0,2,0,2,0,4,1,14446639.080178,0,3,0,1,0
281_9,281,9,2024-01-09 08:27:16.954607,2024-07-18 09:46:50.105361,6,4,0.0,3301434.6301508,0,3,2,1,0,0,0,16507173.150754,8,1,0,1,1
282_1,282,1,2024-01-01 07:17:20.570933,2024-07-23 12:18:51.113153,10,3,180.20739694029,1960410.0602466667,2,0,2,2,2,1,1,17643690.54222,7,0,0,1,0
282_10,282,10,2024-01-22 11:37:28.254480,2024-04-24 12:22:30.784047,7,3,0.0,1339650.4215944998,1,3,1,0,2,0,0,8037902.529567,11,0,0,1,1
282_2,282,2,2024-02-02 07:54:13.243631,2024-07-09 02:11:09.356400,8,2,229.06332397681368,1947230.8732527143,0,1,2,0,1,3,1,13630616.112769,7,4,0,1,0
282_3,282,3,2024-03-17 02:36:58.724328,2024-06-20 17:53:10.109052,5,2,183.81117563605017,2065742.8461810001,1,0,2,1,0,0,1,8262971.384724,2,6,0,1,0
282_4,282,4,2024-01-02 13:43:18.977664,2024-07-22 22:21:25.820132,10,4,0.0,1942654.0936075556,0,4,1,0,3,2,0,17483886.842468,13,1,0,1,1
282_5,282,5,2024-01-29 14:35:37.061420,2024-05-11 17:27:13.345289,5,1,0.0,2227374.07096725,2,0,0,1,0,2,0,8909496.283869,14,0,0,1,1
282_6,282,6,2024-01-01 15:25:16.425943,2024-05-12 20:34:26.206494,5,2,234.89157842346683,2855837.44513775,1,0,0,0,1,1,2,11423349.780551,15,0,0,1,0
282_7,282,7,2024-01-07 23:03:15.118405,2024-07-08 21:52:21.846866,10,6,659.7143505957698,1756327.4142734443,1,2,0,2,1,2,2,15806946.728461,23,6,0,1,0
282_8,282,8,2024-01-23 02:47:15.949229,2024-05-15 11:43:44.482892,5,2,0.0,2448847.13341575,0,2,1,0,0,2,0,9795388.533663,2,1,0,0,1
282_9,282,9,2024-04-05 19:06:02.777360,2024-05-24 10:21:13.926318,5,4,85.6917847250102,1050527.7872394999,0,1,0,2,0,1,1,4202111.148958,19,4,0,1,0
283_1,283,1,2024-02-28 13:17:13.982867,2024-07-18 04:52:54.361853,5,0,0.0,3038035.0947465,2,0,0,0,2,1,0,12152140.378986,13,2,0,1,1
283_10,283,10,2024-01-13 03:21:36.382015,2024-07-17 02:19:03.933601,9,3,747.1191580875517,2008330.94394825,0,0,0,0,5,1,3,16066647.551586,3,5,0,1,0
283_2,283,2,2024-01-03 05:57:49.974729,2024-06-26 20:27:55.792485,8,4,388.3869139497946,2167457.973965143,2,1,0,1,0,2,2,15172205.817756,5,2,0,1,0
283_3,283,3,2024-02-24 09:05:13.168844,2024-07-06 09:33:09.851010,8,1,0.0,1641839.5260237143,2,1,2,0,1,2,0,11492876.682166,9,5,0,1,1
283_4,283,4,2024-01-16 20:44:15.465255,2024-07-17 23:35:52.661411,9,4,0.0,1977687.1495195003,1,0,1,4,1,2,0,15821497.196156,20,1,0,1,1
283_5,283,5,2024-01-01 01:26:45.451988,2024-07-16 08:43:33.183126,9,2,852.7945651869683,2130875.9663922503,1,0,0,0,3,3,2,17047007.731138,1,0,0,1,0
283_6,283,6,2024-02-02 06:21:53.120240,2024-07-08 20:43:02.513115,8,3,428.55443857064154,1945209.9132678572,0,0,1,1,1,3,2,13616469.392875,6,4,0,1,0
283_7,283,7,2024-02-25 19:30:02.897239,2024-05-26 03:38:10.754826,6,2,0.0,1561057.5715174,1,1,1,1,1,1,0,7805287.857587,19,6,0,1,1
283_8,283,8,2024-01-08 22:25:23.162198,2024-07-19 17:26:00.281212,10,6,388.45328334269095,1850804.124334889,2,3,1,1,1,0,2,16657237.119014,22,0,0,1,0
283_9,283,9,2024-01-02 07:11:54.813307,2024-07-18 13:01:37.120775,10,8,64.90063511440502,1903131.3674964446,1,4,0,2,1,0,2,17128182.307468,7,1,0,1,0
284_1,284,1,2024-02-10 02:34:27.700443,2024-07-14 08:29:56.374268,5,2,0.0,3353332.16845625,0,1,1,1,1,1,0,13413328.673825,2,5,0,1,1
